filename,category,score,left,top,bottom,right
12 BARRY PL; TRUMBULL.png,missing-shingles,0.9447634220123291,0.42664397246128805,0.17157182594140372,0.2120754967133204,0.4679763558748606
12 BLACKHOUSE RD; TRUMBULL.png,missing-shingles,0.7417021989822388,0.520089356480418,0.20372402171293894,0.2366970827182134,0.5369549047302555
12 FINCHWOOD DR; TRUMBULL.png,missing-shingles,0.868918776512146,0.5148553961032146,0.6019076431790987,0.636988011499246,0.545206909244125
12 GREEN ST; TRUMBULL.png,missing-shingles,0.9564533829689026,0.5302983264665346,0.20354490478833517,0.25179071227709454,0.5980511839325363
12 GREEN ST; TRUMBULL.png,missing-shingles,0.7738526463508606,0.36450443638337626,0.23817734171946844,0.2718272979060809,0.38840927062807856
12 MACARTHUR RD; TRUMBULL.png,patches,0.9786179661750793,0.7419483822745245,0.8204121614495913,0.8700172081589699,0.7793103069872469
12 MACARTHUR RD; TRUMBULL.png,patches,0.9241842031478882,0.8202649918762414,0.5977488582332929,0.646828311185042,0.8551637594764298
12 MACARTHUR RD; TRUMBULL.png,patches,0.813509464263916,0.6561598809989723,0.929731252292792,0.9542990898092588,0.6857734983031815
12 MITCHELL RD; TRUMBULL.png,missing-shingles,0.7709658145904541,0.7057631144652495,0.46729323516289395,0.5172492936253548,0.7211760508047568
12 RED BARN RD; TRUMBULL.png,missing-shingles,0.7029327154159546,0.6613165301245612,0.5476061825950941,0.630742517610391,0.7084118675541233
12 RENNISON RD; TRUMBULL.png,patches,0.688514769077301,0.45142742749806997,0.27696392436822254,0.31279415388902027,0.5137823272395778
12 RUTH ST; TRUMBULL.png,patches,0.959530234336853,0.2484956625345591,0.21316166718800864,0.30051366488138836,0.3074376969724088
12 TIMBERLANE TRL; TRUMBULL.png,missing-shingles,0.9545270204544067,0.7262264296815202,0.34059643745422363,0.42441614468892414,0.7958740704768413
12 TURNER AVE; TRUMBULL.png,missing-shingles,0.8239519596099854,0.5379091920079412,0.3247027173638344,0.36652575184901554,0.5812634970690753
121 CRABAPPLE RD; TRUMBULL.png,missing-shingles,0.8584970235824585,0.7700281916437922,0.6333285942673683,0.6814699992537498,0.8968677005252322
121 STONEHOUSE RD; TRUMBULL.png,missing-shingles,0.9410843253135681,0.060301985289599444,0.2861213833093643,0.30818286041418713,0.08200806701505506
124 COTTAGE ST; TRUMBULL.png,patches,0.7928027510643005,0.07486728075388316,0.4459177702665329,0.49773803850015,0.10925334853094977
124 W LAKE RD; TRUMBULL.png,patches,0.7728829979896545,0.4667787020270889,0.0883573591709137,0.17357815305391947,0.5097860661712853
1240 DANIELS FARM RD; TRUMBULL.png,patches,0.7820268273353577,0.8862372797888678,0.7168529580036799,0.7744175841410955,0.9443606750385182
126 SUZANNE CIR; TRUMBULL.png,missing-shingles,0.8777247071266174,0.45314347743988037,0.3855963920553525,0.41749974340200424,0.47257591260446086
1265 DANIELS FARM RD; TRUMBULL.png,missing-shingles,0.9192002415657043,0.04384820767351099,0.047995577255884804,0.1325215995311737,0.06427311011262841
128 ELLIOTT RD; TRUMBULL.png,missing-shingles,0.8622318506240845,0.5713018058119593,0.6938865979512533,0.7310965855916342,0.5860416720042357
129 NORTH ST; TRUMBULL.png,missing-shingles,0.9118903875350952,0.5629654091757696,0.5917026102542877,0.6419447362422943,0.6015283578150982
13 ROBINWOOD RD; TRUMBULL.png,patches,0.9353874325752258,0.6753716847381076,0.5699156721433004,0.6060021122296652,0.701145327574498
1338 HUNTINGTON TPKE; TRUMBULL.png,missing-shingles,0.7528750896453857,0.4571388379947559,0.2682164137562116,0.2913294608394305,0.4808933638237618
134 ROOSEVELT DR; TRUMBULL.png,patches,0.8602319955825806,0.5638196081728548,0.3575486938158671,0.481394628683726,0.6426849043047106
136 HURD RD; TRUMBULL.png,missing-shingles,0.9486452341079712,0.8244442295383763,0.33835814893245697,0.38779156903425854,0.8507838893581081
137 CHESTNUT HILL RD; TRUMBULL.png,missing-shingles,0.788847804069519,0.40215272597364476,0.11985870202382405,0.1498477260271708,0.427090650474703
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.972371518611908,0.6090743493389439,0.10780364647507668,0.127196645985047,0.6282079654770929
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.969555675983429,0.6199475430153512,0.1453415428598722,0.16412418335676193,0.6366611622475289
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.9599603414535522,0.7038354430649731,0.13494832317034403,0.1531135936578115,0.7186699098831898
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.9512076377868652,0.4832583142293466,0.18668339091042677,0.20442162516216436,0.4998183484013016
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.9383457899093628,0.5456781773953825,0.1932872279236714,0.2140018797169129,0.5635374301188701
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.9284754991531372,0.5830831245796101,0.14891558761397997,0.16924156869451204,0.599604583269841
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.9178608655929565,0.5800245766704147,0.19446271285414696,0.21255110080043474,0.5998497403956748
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.909393846988678,0.6830814706312643,0.09763108938932419,0.11783481389284134,0.6983488717594662
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.9038355946540833,0.7051397634519113,0.20874805748462677,0.2317365457614263,0.7227760674180211
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.8841668963432312,0.5118784348706942,0.18749011059602103,0.20361538231372833,0.526443292160292
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.8693521618843079,0.6293168857290938,0.17493395134806633,0.19167363519469896,0.6445662121515017
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.8675130605697632,0.6360669619328266,0.104295098533233,0.1233746570845445,0.6521665115614195
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.8443096280097961,0.5948546158300864,0.1455138549208641,0.17071079959472021,0.6139041765316112
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.826305091381073,0.5639660954475403,0.15712092878917852,0.1768249018738667,0.580270907363376
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.7968794107437134,0.572434327892355,0.11263515738149484,0.12965192211170992,0.5904702568376387
14 CHATFIELD DR; TRUMBULL.png,missing-shingles,0.7185363173484802,0.5578473580850137,0.12638965249061584,0.15664411584536234,0.5851096591433963
14 HEAVENLY LN; TRUMBULL.png,patches,0.7615366578102112,0.4046939385903848,0.37406619389851886,0.5629928906758627,0.553460997504157
14 JOHNSON ST; TRUMBULL.png,patches,0.7392741441726685,0.3462155678787747,0.9231874917944273,0.960627002020677,0.3671541624778026
14 LEONARD PL; TRUMBULL.png,patches,0.6916390657424927,0.7661198015148575,0.707023486495018,0.7480819771687189,0.789147016969887
14 LYNWOOD DR; TRUMBULL.png,missing-shingles,0.8066819310188293,0.029476604751638463,0.25047579904397327,0.29135990639527637,0.048077414970140196
14 OLD BARN RD; TRUMBULL.png,patches,0.675062894821167,0.46189395600074046,0.41897227118412655,0.44954274346431095,0.47299266707252813
14 STEPHANIE CIR; TRUMBULL.png,patches,0.8180315494537354,0.4374808814074542,0.8770842726031939,0.9512642050782839,0.4680424703134073
14 TOWERVIEW CIR; TRUMBULL.png,missing-shingles,0.9731001853942871,0.15402461870296583,0.11812290300925572,0.17649125307798386,0.1825711227752067
14 WESTWOOD RD; TRUMBULL.png,missing-shingles,0.8589019775390625,0.27659543543248566,0.2851008251309395,0.3090144321322441,0.2896800323112591
141 FERN CIR; TRUMBULL.png,missing-shingles,0.7852798700332642,0.3716880630802464,0.47895661493142444,0.5074080675840378,0.3952123345555486
144 MERRIMAC DR; TRUMBULL.png,patches,0.963049590587616,0.5031071353603054,0.7783421576023102,0.8582863112290701,0.5571133252736684
144 MERRIMAC DR; TRUMBULL.png,patches,0.713805615901947,0.6629042528771065,0.8746950924396515,0.9607080320517222,0.7252798563725239
146 LOUNSBURY RD; TRUMBULL.png,patches,0.7859945893287659,0.6916074768916981,0.1626232241590818,0.22025070836146673,0.7399581944620287
146 LOUNSBURY RD; TRUMBULL.png,missing-shingles,0.7442421913146973,0.29060157891866323,0.6449457642932733,0.6843419236441454,0.3341687144459905
15 BLACKBERRY RD; TRUMBULL.png,missing-shingles,0.8337298035621643,0.6902606696695894,0.24960140014688173,0.2785462973018487,0.7230872447426254
15 CEDAR ST; TRUMBULL.png,missing-shingles,0.9397026300430298,0.7963244335071461,0.7899311855435371,0.8116433943311373,0.8293463346120473
15 COLONY AVE; TRUMBULL.png,missing-shingles,0.7979950904846191,0.03770307914630787,0.7804966494441032,0.8065509274601936,0.05151201905430974
15 COLONY AVE; TRUMBULL.png,missing-shingles,0.6902468204498291,0.021003294635463406,0.6782894904414812,0.6998428528507551,0.03451966272818076
15 COLUMBINE DR; TRUMBULL.png,missing-shingles,0.8501631617546082,0.21107700869843765,0.8964700276652972,0.9194558883706728,0.23516395768603762
15 GARNET RD; TRUMBULL.png,missing-shingles,0.8575913310050964,0.6814680461947983,0.2578874019285043,0.2875356289247672,0.6984851835547267
15 GAYLORD RD; TRUMBULL.png,missing-shingles,0.7774083614349365,0.8926411029454824,0.602097270389398,0.6460423494378725,0.943640957007537
15 HEMLOCK TRL; TRUMBULL.png,patches,0.8602127432823181,0.09070326508702459,0.2980012868841489,0.34639231612284976,0.12174537052979341
15 KNOLLCREST DR; TRUMBULL.png,missing-shingles,0.9746645092964172,0.6928384094624906,0.4088745017846425,0.4546319742997487,0.7229089495298024
15 MAYFLOWER DR; TRUMBULL.png,missing-shingles,0.6753590703010559,0.9834001740893802,0.6653981320559978,0.6937856562435627,1.0006585153373513
15 NORMANDY RD; TRUMBULL.png,missing-shingles,0.7361886501312256,0.4640040800378129,0.4326708558946848,0.44952557049691677,0.4966017474999299
15 OCTOBER LN; TRUMBULL.png,missing-shingles,0.9086788296699524,0.4016031558449204,0.13133655488491058,0.1615018993616104,0.42949168907629476
15 REINER DR; TRUMBULL.png,missing-shingles,0.8109630942344666,0.257764029341775,0.07627051509916782,0.0928605254739523,0.27139659910588654
15 REINER DR; TRUMBULL.png,missing-shingles,0.7444941997528076,0.23879003001225962,0.10644215221206348,0.12496449674169223,0.25111138377640696
15 SAXONY DR; TRUMBULL.png,missing-shingles,0.7530491352081299,0.06100113327438767,0.5320329753061136,0.5588141990204653,0.09226345371555637
15 SHERMAN AVE; TRUMBULL.png,missing-shingles,0.9690085053443909,0.2730962070258888,0.3398167168100675,0.37091399480899173,0.28807426787711476
15 WINDY RDG; TRUMBULL.png,missing-shingles,0.9790518879890442,0.5209287219756359,0.4163029057284196,0.4467553434272607,0.5422869977113363
15 WINDY RDG; TRUMBULL.png,missing-shingles,0.7936385273933411,0.4264152009744902,0.1569905566672484,0.18839793528119722,0.44569882589417537
15 WINDY RDG; TRUMBULL.png,missing-shingles,0.7550286054611206,0.4810078087690714,0.2066113824645678,0.23904746025800705,0.5001531541347504
15 WINDY RDG; TRUMBULL.png,missing-shingles,0.7281330823898315,0.4429525692720671,0.18630710740884146,0.21895353496074677,0.46212487526842067
15 WINDY RDG; TRUMBULL.png,missing-shingles,0.685998260974884,0.5643720530174874,0.2263690841694673,0.26358340059717494,0.5818246731886992
15 WINDY RDG; TRUMBULL.png,missing-shingles,0.6827300190925598,0.42425263491836757,0.10815878709157307,0.13805941740671793,0.4420268640324876
1549 HUNTINGTON TPKE; TRUMBULL.png,missing-shingles,0.715467631816864,0.6557310481329222,0.3836069628596306,0.41924217094977695,0.6717018420631821
155 FRESH MEADOW DR; TRUMBULL.png,missing-shingles,0.7646473050117493,0.04527118399336531,0.5002834424376488,0.5176504030823708,0.07307292964007403
158 SHELTON RD; TRUMBULL.png,patches,0.9360403418540955,0.7015120918686325,0.2631351550420125,0.32346729437510174,0.7371782998780947
158 SHELTON RD; TRUMBULL.png,patches,0.9003806114196777,0.6523637481637903,0.18493889768918356,0.23879854877789816,0.7177982878040623
158 SHELTON RD; TRUMBULL.png,patches,0.7406424283981323,0.7409814531738693,0.289224940041701,0.333915871878465,0.773527387026194
158 SHELTON RD; TRUMBULL.png,patches,0.7325277924537659,0.7612506376730429,0.6077962691585223,0.6789472127954165,0.7998202942513131
158 SHELTON RD; TRUMBULL.png,patches,0.6607481241226196,0.7736732089841688,0.38536907732486725,0.4400271425644557,0.8027936349043975
16 EDGEWOOD AVE; TRUMBULL.png,missing-shingles,0.8048101663589478,0.41783679176021266,0.29044284299016,0.32211361452937126,0.4554946390358177
16 ELMSTED RD; TRUMBULL.png,missing-shingles,0.9702450633049011,0.4649359777167037,0.6955296695232391,0.7757782439390818,0.5030957250981718
16 GREEN ST; TRUMBULL.png,missing-shingles,0.9309993386268616,0.2410809655447264,0.314206026494503,0.3457612370451291,0.2699361894581769
16 LAKE AVE; TRUMBULL.png,missing-shingles,0.6661673784255981,0.6636159903294331,0.520723007619381,0.550306019683679,0.693606077013789
16 LINLEY RD; TRUMBULL.png,missing-shingles,0.7636057138442993,0.045402391536815745,0.8634281251579523,0.8818673994392157,0.06941495714960871
16 PLUMB CREEK RD; TRUMBULL.png,missing-shingles,0.8721144199371338,0.7346334199647646,0.1261324274043242,0.14748205865422884,0.7726874995876003
16 ROCKY RIDGE DR; TRUMBULL.png,missing-shingles,0.968689501285553,0.2918171753754487,0.5088159988323847,0.5517667979001999,0.33214125762114655
16 SUNBEAM DR; TRUMBULL.png,missing-shingles,0.9968937039375305,0.3684672310545638,0.27220584203799564,0.3013988211750984,0.4045533843942591
16 WAREHAM PL; TRUMBULL.png,missing-shingles,0.8780152797698975,0.4543827997671591,0.7486308664083481,0.7945441951354345,0.5311450636064684
164 PARK LN; TRUMBULL.png,missing-shingles,0.8763737678527832,0.0885766639902785,0.6278307835261027,0.6482624610265096,0.10520384843285019
167 LOUNSBURY RD; TRUMBULL.png,missing-shingles,0.9244269728660583,0.35607884381268473,0.5948293805122375,0.642163614432017,0.3985742105020059
168 COLONY AVE; TRUMBULL.png,patches,0.901480495929718,0.3908494501500516,0.31377434233824414,0.36839477717876434,0.4250222782830934
17 CLEMENS AVE; TRUMBULL.png,missing-shingles,0.8127978444099426,0.3780313077810648,0.09067891724407673,0.1079383622854948,0.4016223445131972
17 HITCHING POST LN; TRUMBULL.png,patches,0.9738020300865173,0.4773499063543371,0.47833723574876785,0.5157215322057406,0.5360395779480805
17 HITCHING POST LN; TRUMBULL.png,missing-shingles,0.8819251656532288,0.5488806608560923,0.56226813296477,0.6026371767123541,0.6075231642336458
17 HITCHING POST LN; TRUMBULL.png,patches,0.8171443343162537,0.48430363874177673,0.5994587937990824,0.6367639501889547,0.5318618110708289
17 MEADOWVIEW DR; TRUMBULL.png,missing-shingles,0.8929530382156372,0.3316135277619233,0.29067428410053253,0.3211396187543869,0.3588479660652779
17 SUNNYRIDGE PKWY; TRUMBULL.png,patches,0.9422661066055298,0.42751560984431086,0.3868218958377838,0.43087149659792584,0.4752829139297073
17 TAHOE CIR; TRUMBULL.png,missing-shingles,0.8272258639335632,0.48060658332463857,0.6009011007845402,0.6351323388516903,0.5296510345227009
17 WASHINGTON ST; TRUMBULL.png,missing-shingles,0.7938843369483948,0.5320984906441456,0.36110305103162926,0.3805659680316846,0.5489031003939139
17 WASHINGTON ST; TRUMBULL.png,missing-shingles,0.6627503037452698,0.5120114144441243,0.32427106114725274,0.34321783172587556,0.5269158184528351
172 CANOE BROOK RD; TRUMBULL.png,missing-shingles,0.6589748859405518,0.17553244813068494,0.5370920350154241,0.6031387796004614,0.19758806599153056
175 WHITNEY AVE; TRUMBULL.png,patches,0.7503272294998169,0.5631095267630912,0.5151172876358032,0.5544382333755493,0.617192758096231
18 FAIRVIEW AVE; TRUMBULL.png,missing-shingles,0.8517284393310547,0.4516550157521222,0.10892538726329803,0.1692942331234614,0.47941257985862523
18 FAIRVIEW AVE; TRUMBULL.png,missing-shingles,0.8186672925949097,0.4126583233072951,0.09758364657560985,0.13383194307486215,0.43080588369756134
18 LAKE AVE; TRUMBULL.png,missing-shingles,0.9602977633476257,0.26398442403690237,0.6013082613547643,0.6635700116554896,0.2926526440156473
18 MORRIS AVE; TRUMBULL.png,missing-shingles,0.7079043388366699,0.47427843229190725,0.3162270908554395,0.35738105326890945,0.5051228210732743
18 PALISADE AVE; TRUMBULL.png,missing-shingles,0.9712269306182861,0.7066867077672804,0.6136667107542356,0.6431819424033165,0.7350062631271981
18 PALISADE AVE; TRUMBULL.png,missing-shingles,0.9212455153465271,0.6475271550384728,0.604711290448904,0.6305918730795383,0.6846979228225915
18 PALISADE AVE; TRUMBULL.png,missing-shingles,0.7308070063591003,0.70899578687307,0.597041259209315,0.6256326337655386,0.7373125553131104
18 PARKWAY DR; TRUMBULL.png,patches,0.7342514395713806,0.7240374128560763,0.4543534107506275,0.4831343504289786,0.741553811608134
18 RANGELY DR; TRUMBULL.png,missing-shingles,0.9071968793869019,-0.0010505979125564162,0.6828564703464508,0.7328841785589854,0.031657947076333535
18 WALLER RD; TRUMBULL.png,missing-shingles,0.9587146639823914,0.4894416654432142,0.24285696943600973,0.30030931035677594,0.533960265082282
18 WARD PL; TRUMBULL.png,missing-shingles,0.8154574036598206,0.6086196053672481,0.7639161149660746,0.7983306845029196,0.6272858099357502
180 MERRIMAC DR; TRUMBULL.png,missing-shingles,0.931138813495636,0.6365136423626462,0.2182432102660338,0.24892917399605116,0.6934297310339438
1800 HUNTINGTON TPKE; TRUMBULL.png,missing-shingles,0.9917972683906555,0.29843080365979996,0.575190178429087,0.5948782445242008,0.33165805404250687
1800 HUNTINGTON TPKE; TRUMBULL.png,missing-shingles,0.986293613910675,0.17407124509682526,0.5570835489779711,0.5758407693356276,0.1945889600225397
1800 HUNTINGTON TPKE; TRUMBULL.png,missing-shingles,0.9169829487800598,0.20944485954336217,0.5352649887402853,0.5528472065925598,0.24564104950105822
1800 HUNTINGTON TPKE; TRUMBULL.png,missing-shingles,0.893557071685791,0.24944275456505852,0.5321968446175257,0.5536963095267614,0.2915874075245213
1800 HUNTINGTON TPKE; TRUMBULL.png,missing-shingles,0.853650689125061,0.257802749002302,0.5265699326992035,0.5455071032047272,0.2950213229334032
1800 HUNTINGTON TPKE; TRUMBULL.png,missing-shingles,0.7192397117614746,0.31431150275307734,0.57745377967755,0.597180518011252,0.3426925185564402
185 HILLTOP CIR; TRUMBULL.png,missing-shingles,0.7746050953865051,0.016585651281717663,0.3220161994298299,0.4026096264521281,0.043992469439635404
19 DORIS ST; TRUMBULL.png,missing-shingles,0.6698569059371948,0.9429972220111538,0.7949626594781876,0.8274655987819036,0.9749430724092432
19 MEADOW RD; TRUMBULL.png,missing-shingles,0.8790595531463623,0.32381319355320287,0.1523595874508222,0.17849280188481012,0.34901367651449666
19 PACHAUG RD; TRUMBULL.png,patches,0.869497537612915,0.5586641406690752,0.17140079538027445,0.24446399013201395,0.5839339857165878
19 PETTICOAT LN; TRUMBULL.png,patches,0.8984634876251221,0.34170531743281596,0.10800606509049733,0.17706274489561716,0.372117640198888
19 SOLAR RIDGE RD; TRUMBULL.png,missing-shingles,0.9666208028793335,0.7772241605294717,0.41739803552627563,0.44333134094874066,0.8089158277253847
19 WALNUT AVE; TRUMBULL.png,missing-shingles,0.989747166633606,0.5038394315822704,0.6516206686695417,0.6716599836945534,0.5249964836481456
19 WALNUT AVE; TRUMBULL.png,missing-shingles,0.9814732670783997,0.4451429360621684,0.7039004986484846,0.726513701180617,0.4752411359065288
19 WALNUT AVE; TRUMBULL.png,missing-shingles,0.9475249648094177,0.5520423666850941,0.7262914652625719,0.7512116755048434,0.5954402217993865
19 WALNUT AVE; TRUMBULL.png,missing-shingles,0.9331361651420593,0.494758889481828,0.7733888253569603,0.7999903733531634,0.5411837036545212
19 WALNUT AVE; TRUMBULL.png,missing-shingles,0.9294559359550476,0.5754749372198775,0.7054048230250677,0.7249725013971329,0.6052387163445756
19 WALNUT AVE; TRUMBULL.png,missing-shingles,0.7601404190063477,0.6021415252943296,0.666243231544892,0.689263983319203,0.6370324669657527
19 WALNUT AVE; TRUMBULL.png,missing-shingles,0.7344362735748291,0.4344274538594323,0.7349396335581938,0.7593683612843355,0.45916981391004613
1919 HUNTINGTON TPKE; TRUMBULL.png,missing-shingles,0.8760179877281189,0.7038008288757222,0.4034472902615865,0.44092482328414917,0.724225112715283
20 DALE RD; TRUMBULL.png,missing-shingles,0.9609777927398682,0.056489366131859856,0.46625762556989986,0.5071583849688371,0.0794788808436007
